"","state","sex","race","year.n","total_popn"
"684","Arkansas","Male","White",1977,5349930
"685","Arkansas","Male","White",1978,5431746
"686","Arkansas","Male","White",1979,5501208
"687","Arkansas","Male","White",1980,5538216
"688","Arkansas","Male","White",1981,5542164
"689","Arkansas","Male","White",1982,5540028
"690","Arkansas","Male","White",1983,5569746
"691","Arkansas","Male","White",1984,5605278
"692","Arkansas","Male","White",1985,5622840
"693","Arkansas","Male","White",1986,5635974
"694","Arkansas","Male","White",1987,5663676
"695","Arkansas","Male","White",1988,5661198
"696","Arkansas","Male","White",1989,5669310
"697","Arkansas","Male","White",1990,5700552
"698","Arkansas","Male","White",1991,5769210
"699","Arkansas","Male","White",1992,5846892
"700","Arkansas","Male","White",1993,5942580
"701","Arkansas","Male","White",1994,6042378
"702","Arkansas","Male","White",1995,6147708
"703","Arkansas","Male","White",1996,6237312
"704","Arkansas","Male","White",1997,6309516
"705","Arkansas","Male","White",1998,6374730
"706","Arkansas","Male","White",1999,6441426
"707","Arkansas","Male","White",2000,6506970
"708","Arkansas","Male","White",2001,6534108
"709","Arkansas","Male","White",2002,6566112
"710","Arkansas","Male","White",2003,6611370
"711","Arkansas","Male","White",2004,6671094
"712","Arkansas","Male","White",2005,6743328
"713","Arkansas","Male","White",2006,6834738
"714","Arkansas","Male","White",2007,6898632
"715","Arkansas","Male","White",2008,6953550
"716","Arkansas","Male","White",2009,6997896
"717","Arkansas","Male","White",2010,7047864
"718","Arkansas","Male","White",2011,7079760
"719","Arkansas","Male","White",2012,7097574
"720","Arkansas","Male","White",2013,7107906
"721","California","Female","Black",1969,4225884
"722","California","Female","Black",1970,4359198
"723","California","Female","Black",1971,4485960
"724","California","Female","Black",1972,4584366
"725","California","Female","Black",1973,4692228
"726","California","Female","Black",1974,4812216
"727","California","Female","Black",1975,4941888
"728","California","Female","Black",1976,5080512
"729","California","Female","Black",1977,5196918
"730","California","Female","Black",1978,5336430
"731","California","Female","Black",1979,5441796
"732","California","Female","Black",1980,5676264
"733","California","Female","Black",1981,5765208
"734","California","Female","Black",1982,5880612
"735","California","Female","Black",1983,5995344
"736","California","Female","Black",1984,6086562
"737","California","Female","Black",1985,6197010
"738","California","Female","Black",1986,6332826
"739","California","Female","Black",1987,6477078
"740","California","Female","Black",1988,6628872
"741","California","Female","Black",1989,6792540
"742","California","Female","Black",1990,7008684
"743","California","Female","Black",1991,7143306
"744","California","Female","Black",1992,7256460
"745","California","Female","Black",1993,7308642
"746","California","Female","Black",1994,7335078
"747","California","Female","Black",1995,7368996
"748","California","Female","Black",1996,7424910
"749","California","Female","Black",1997,7493142
"750","California","Female","Black",1998,7560060
"751","California","Female","Black",1999,7645122
"752","California","Female","Black",2000,7713282
"753","California","Female","Black",2001,7780680
"754","California","Female","Black",2002,7839120
"755","California","Female","Black",2003,7899960
"756","California","Female","Black",2004,7947348
"757","California","Female","Black",2005,7973778
"758","California","Female","Black",2006,8002344
"759","California","Female","Black",2007,8029488
"760","California","Female","Black",2008,8091390
"761","California","Female","Black",2009,8178918
"762","California","Female","Black",2010,8275572
"763","California","Female","Black",2011,8329278
"764","California","Female","Black",2012,8380656
"765","California","Female","Black",2013,8438088
"766","California","Female","White",1969,54079242
"767","California","Female","White",1970,54625056
"768","California","Female","White",1971,55170870
"769","California","Female","White",1972,55560732
"770","California","Female","White",1973,56108814
"771","California","Female","White",1974,56679924
"772","California","Female","White",1975,57410526
"773","California","Female","White",1976,58208004
"774","California","Female","White",1977,59078028
"775","California","Female","White",1978,60133182
"776","California","Female","White",1979,60990762
"777","California","Female","White",1980,61853382
"778","California","Female","White",1981,62669316
"779","California","Female","White",1982,63557136
"780","California","Female","White",1983,64518618
"781","California","Female","White",1984,65293908
"782","California","Female","White",1985,66354822
"783","California","Female","White",1986,67546584
"784","California","Female","White",1987,68775510
"785","California","Female","White",1988,70025448
"786","California","Female","White",1989,71403384
"787","California","Female","White",1990,72713016
"788","California","Female","White",1991,73680168
"789","California","Female","White",1992,74605086
"790","California","Female","White",1993,75038922
"791","California","Female","White",1994,75320406
"792","California","Female","White",1995,75572592
"793","California","Female","White",1996,76145190
"794","California","Female","White",1997,77088912
"795","California","Female","White",1998,78103692
"796","California","Female","White",1999,79219452
"797","California","Female","White",2000,80204520
"798","California","Female","White",2001,81032190
"799","California","Female","White",2002,81670608
"800","California","Female","White",2003,82349280
"801","California","Female","White",2004,82783860
"802","California","Female","White",2005,82994700
"803","California","Female","White",2006,83076048
"804","California","Female","White",2007,83248932
"805","California","Female","White",2008,83727264
"806","California","Female","White",2009,84213570
"807","California","Female","White",2010,84786024
"808","California","Female","White",2011,85439586
"809","California","Female","White",2012,86047938
"810","California","Female","White",2013,86625648
"811","California","Male","Black",1969,4025226
"812","California","Male","Black",1970,4156458
"813","California","Male","Black",1971,4282008
"814","California","Male","Black",1972,4384122
"815","California","Male","Black",1973,4485900
"816","California","Male","Black",1974,4599048
"817","California","Male","Black",1975,4724298
"818","California","Male","Black",1976,4852074
"819","California","Male","Black",1977,4962240
"820","California","Male","Black",1978,5091594
"821","California","Male","Black",1979,5193792
"822","California","Male","Black",1980,5447340
"823","California","Male","Black",1981,5547534
"824","California","Male","Black",1982,5675184
"825","California","Male","Black",1983,5800008
"826","California","Male","Black",1984,5908284
"827","California","Male","Black",1985,6036864
"828","California","Male","Black",1986,6189528
"829","California","Male","Black",1987,6348036
"830","California","Male","Black",1988,6512034
"831","California","Male","Black",1989,6690720
"832","California","Male","Black",1990,6925542
"833","California","Male","Black",1991,7025916
"834","California","Male","Black",1992,7111200
"835","California","Male","Black",1993,7131012
"836","California","Male","Black",1994,7135308
"837","California","Male","Black",1995,7142808
"838","California","Male","Black",1996,7184472
"839","California","Male","Black",1997,7239306
"840","California","Male","Black",1998,7306026
"841","California","Male","Black",1999,7369692
"842","California","Male","Black",2000,7429470
"843","California","Male","Black",2001,7506294
"844","California","Male","Black",2002,7564836
"845","California","Male","Black",2003,7613442
"846","California","Male","Black",2004,7671564
"847","California","Male","Black",2005,7718664
"848","California","Male","Black",2006,7759278
"849","California","Male","Black",2007,7806726
"850","California","Male","Black",2008,7882734
"851","California","Male","Black",2009,7971426
"852","California","Male","Black",2010,8062536
"853","California","Male","Black",2011,8120724
"854","California","Male","Black",2012,8182260
"855","California","Male","Black",2013,8245458
"856","California","Male","White",1969,52295652
"857","California","Male","White",1970,52906368
"858","California","Male","White",1971,53517090
"859","California","Male","White",1972,53961612
"860","California","Male","White",1973,54472668
"861","California","Male","White",1974,55052658
"862","California","Male","White",1975,55764336
"863","California","Male","White",1976,56579088
"864","California","Male","White",1977,57459606
"865","California","Male","White",1978,58503606
"866","California","Male","White",1979,59374050
"867","California","Male","White",1980,60277230
"868","California","Male","White",1981,61285788
"869","California","Male","White",1982,62403840
"870","California","Male","White",1983,63571290
"871","California","Male","White",1984,64598124
"872","California","Male","White",1985,65906886
"873","California","Male","White",1986,67361538
"874","California","Male","White",1987,68837304
"875","California","Male","White",1988,70314162
"876","California","Male","White",1989,71954184
"877","California","Male","White",1990,73412412
"878","California","Male","White",1991,74367792
"879","California","Male","White",1992,75321486
"880","California","Male","White",1993,75748518
"881","California","Male","White",1994,75965112
"882","California","Male","White",1995,76215468
"883","California","Male","White",1996,76761552
"884","California","Male","White",1997,77681550
"885","California","Male","White",1998,78746448
"886","California","Male","White",1999,79735152
"887","California","Male","White",2000,80665200
"888","California","Male","White",2001,81556914
"889","California","Male","White",2002,82183500
"890","California","Male","White",2003,82719972
"891","California","Male","White",2004,83198142
"892","California","Male","White",2005,83483670
"893","California","Male","White",2006,83565450
"894","California","Male","White",2007,83745084
"895","California","Male","White",2008,84214812
"896","California","Male","White",2009,84671490
"897","California","Male","White",2010,85173456
"898","California","Male","White",2011,85804350
"899","California","Male","White",2012,86406978
"900","California","Male","White",2013,86959044
"901","Colorado","Female","Black",1969,185592
"902","Colorado","Female","Black",1970,197082
"903","Colorado","Female","Black",1971,208764
"904","Colorado","Female","Black",1972,220092
"905","Colorado","Female","Black",1973,232452
"906","Colorado","Female","Black",1974,238494
"907","Colorado","Female","Black",1975,243744
"908","Colorado","Female","Black",1976,252402
"909","Colorado","Female","Black",1977,263010
"910","Colorado","Female","Black",1978,274218
"911","Colorado","Female","Black",1979,286992
"912","Colorado","Female","Black",1980,305340
"913","Colorado","Female","Black",1981,317592
"914","Colorado","Female","Black",1982,332322
"915","Colorado","Female","Black",1983,346716
"916","Colorado","Female","Black",1984,355740
"917","Colorado","Female","Black",1985,367080
"918","Colorado","Female","Black",1986,375900
"919","Colorado","Female","Black",1987,383718
"920","Colorado","Female","Black",1988,387132
"921","Colorado","Female","Black",1989,393090
"922","Colorado","Female","Black",1990,400362
"923","Colorado","Female","Black",1991,415830
"924","Colorado","Female","Black",1992,434226
"925","Colorado","Female","Black",1993,452514
"926","Colorado","Female","Black",1994,466032
"927","Colorado","Female","Black",1995,475644
"928","Colorado","Female","Black",1996,488370
"929","Colorado","Female","Black",1997,501066
"930","Colorado","Female","Black",1998,516084
"931","Colorado","Female","Black",1999,530172
"932","Colorado","Female","Black",2000,546156
"933","Colorado","Female","Black",2001,564762
"934","Colorado","Female","Black",2002,578988
"935","Colorado","Female","Black",2003,586338
"936","Colorado","Female","Black",2004,597624
"937","Colorado","Female","Black",2005,609210
"938","Colorado","Female","Black",2006,630210
"939","Colorado","Female","Black",2007,646980
"940","Colorado","Female","Black",2008,665028
"941","Colorado","Female","Black",2009,685542
"942","Colorado","Female","Black",2010,706668
"943","Colorado","Female","Black",2011,722304
"944","Colorado","Female","Black",2012,741072
"945","Colorado","Female","Black",2013,761256
"946","Colorado","Female","White",1969,6307074
"947","Colorado","Female","White",1970,6497670
"948","Colorado","Female","White",1971,6688266
"949","Colorado","Female","White",1972,6957078
"950","Colorado","Female","White",1973,7201032
"951","Colorado","Female","White",1974,7322742
"952","Colorado","Female","White",1975,7444428
"953","Colorado","Female","White",1976,7561050
"954","Colorado","Female","White",1977,7737474
"955","Colorado","Female","White",1978,7931082
"956","Colorado","Female","White",1979,8162886
"957","Colorado","Female","White",1980,8315364
"958","Colorado","Female","White",1981,8489502
"959","Colorado","Female","White",1982,8722416
"960","Colorado","Female","White",1983,8918964
"961","Colorado","Female","White",1984,9013104
"962","Colorado","Female","White",1985,9098148
"963","Colorado","Female","White",1986,9163284
"964","Colorado","Female","White",1987,9214500
"965","Colorado","Female","White",1988,9210102
"966","Colorado","Female","White",1989,9240660
"967","Colorado","Female","White",1990,9321408
"968","Colorado","Female","White",1991,9516354
"969","Colorado","Female","White",1992,9784272
"970","Colorado","Female","White",1993,10081134
"971","Colorado","Female","White",1994,10363836
"972","Colorado","Female","White",1995,10621026
"973","Colorado","Female","White",1996,10853280
"974","Colorado","Female","White",1997,11093502
"975","Colorado","Female","White",1998,11320992
"976","Colorado","Female","White",1999,11582838
"977","Colorado","Female","White",2000,11806740
"978","Colorado","Female","White",2001,12044286
"979","Colorado","Female","White",2002,12201342
"980","Colorado","Female","White",2003,12319014
"981","Colorado","Female","White",2004,12411204
"982","Colorado","Female","White",2005,12573996
"983","Colorado","Female","White",2006,12791058
"984","Colorado","Female","White",2007,13003140
"985","Colorado","Female","White",2008,13206744
"986","Colorado","Female","White",2009,13402854
"987","Colorado","Female","White",2010,13561752
"988","Colorado","Female","White",2011,13732704
"989","Colorado","Female","White",2012,13898886
